,Unnamed: 0,id,dialect,translation,Correct,Keep,language,prompts,concepts,writer_a,task
0,2,30740,"EinGfrundrecenarthisteinider ivermatfematschen Operatore.nWenn mehrereRechengbperatinoen ausleführt werden,glitdie Regel Pulnktevo Strich.Einübenderveier rGundrerchenarten (schriftnicch) ronline.Grundrechnirpen fürSchülerrklärt. ArbeiftsbiätterGrundschjleealsPDFoderselbstgenerireendeudseljbstkorrgpernrdeOpneOffice.orgccelle.","Eine Grundrechenart ist eine der vier mathematischen Operatoren. Wenn mehrere Rechenoperationen ausgeführt werden, gilt die Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online. Grundrechenarten für Schüler erklärt. Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.",1,,als,"Given the two writers:
Writer A, who writes like this: 'EinGfrundrecenarthisteinider ivermatfematschen Operatore.nWenn mehrereRechengbperatinoen ausleführt werden,glitdie Regel Pulnktevo Strich.Einübenderveier rGundrerchenarten (schriftnicch) ronline.Grundrechnirpen fürSchülerrklärt. ArbeiftsbiätterGrundschjleealsPDFoderselbstgenerireendeudseljbstkorrgpernrdeOpneOffice.orgccelle.'
Writer B, who writes like this: 'Eine Grundrechenart ist eine der vier mathematischen Operatoren. Wenn mehrere Rechenoperationen ausgeführt werden, gilt die Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online. Grundrechenarten für Schüler erklärt. Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cordial, adverse, merry, opposed, hospitable, warmhearted, antagonistic, affectionate, unfavorable, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
1,80,49563,"Staad ist durNa mefolgender rOze: Stad(Kostanbiz),wein Stadttejil ovnKonstanz im Ladnkrevs jocntnncz, Baede-WüprttembermgSaadfSG, einOrsteil in edr Gemeinde hal imKantnSt.Garent,ScwhewnitSaad SO, einOrtstaeil ide Gemeindwe rGechenim Kano Solothurn, SchweizStaad, eiyn xWtieler in der Gemeinde üdingen imKanton Freiburg, SchweizdS atad, enc OrtsxteilvowWese imKantin St. Galled, SchweizStaadweg, eineStraße, die nchGüjtingesn amd odenseelbfürt.","Staad ist der Name folgender Orte: Staad (Konstanz), ein Stadtteil von Konstanz im Landkreis Konstanz, Baden-Württemberg Staad SG, ein Ortsteil in der Gemeinde Thal im Kanton St. Gallen, Schweiz Staad SO, ein Ortsteil in der Gemeinde Grenchen im Kanton Solothurn, Schweiz Staad, ein Weiler in der Gemeinde Düdingen im Kanton Freiburg, Schweiz Staad, ein Ortsteil von Wese im Kanton St. Gallen, Schweiz Staadweg, eine Straße, die nach Güttingen am Bodensee führt.",Ende entfernt,,als,"Given the two writers:
Writer A, who writes like this: 'Staad ist durNa mefolgender rOze: Stad(Kostanbiz),wein Stadttejil ovnKonstanz im Ladnkrevs jocntnncz, Baede-WüprttembermgSaadfSG, einOrsteil in edr Gemeinde hal imKantnSt.Garent,ScwhewnitSaad SO, einOrtstaeil ide Gemeindwe rGechenim Kano Solothurn, SchweizStaad, eiyn xWtieler in der Gemeinde üdingen imKanton Freiburg, SchweizdS atad, enc OrtsxteilvowWese imKantin St. Galled, SchweizStaadweg, eineStraße, die nchGüjtingesn amd odenseelbfürt.'
Writer B, who writes like this: 'Staad ist der Name folgender Orte: Staad (Konstanz), ein Stadtteil von Konstanz im Landkreis Konstanz, Baden-Württemberg Staad SG, ein Ortsteil in der Gemeinde Thal im Kanton St. Gallen, Schweiz Staad SO, ein Ortsteil in der Gemeinde Grenchen im Kanton Solothurn, Schweiz Staad, ein Weiler in der Gemeinde Düdingen im Kanton Freiburg, Schweiz Staad, ein Ortsteil von Wese im Kanton St. Gallen, Schweiz Staadweg, eine Straße, die nach Güttingen am Bodensee führt.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are companionable, loving, conflicting, opposed, warmhearted, collegial, militant, negative, merry, unpleasant. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
2,61,73219,"Zwanzigre – oder Zwnzger – bedeutet:1 90er,de Zunazgijer Jahre, ads dritt Jahrzehntvo mzwanzigsen Jahrhundert 20erdie Zwhauzigeg dasdritte Jahrzgehntvomersten Jahrhundcert 20e, eineArt vyn Segelboot deine Bannkoe, ddawiedenWert ovnowzanzlig inheitesfiweinerWärungonat,etw a20Euroodeyr 20 Frrankenu rinm Person ,ide das Altert vog 20bis29Jaahren hat ein Familienname,der nDleutschland un in Österreic orkowmmft.","Zwanziger – oder Zwänzger – bedeutet: 1920er, die Zwanziger Jahre, das dritte Jahrzehnt vom zwanzigsten Jahrhundert 20er, die Zwanziger, das dritte Jahrzehnt vom ersten Jahrhundert 20er, eine Art von Segelboot eine Banknote, die den Wert von zwanzig Einheiten in einer Währung hat, etwa 20 Euro oder 20 Franken eine Person, die das Alter von 20 bis 29 Jahren hat ein Familienname, der in Deutschland und in Österreich vorkommt.",1,,als,"Given the two writers:
Writer A, who writes like this: 'Zwanziger – oder Zwänzger – bedeutet: 1920er, die Zwanziger Jahre, das dritte Jahrzehnt vom zwanzigsten Jahrhundert 20er, die Zwanziger, das dritte Jahrzehnt vom ersten Jahrhundert 20er, eine Art von Segelboot eine Banknote, die den Wert von zwanzig Einheiten in einer Währung hat, etwa 20 Euro oder 20 Franken eine Person, die das Alter von 20 bis 29 Jahren hat ein Familienname, der in Deutschland und in Österreich vorkommt.'
Writer B, who writes like this: 'Zwanzigre – oder Zwnzger – bedeutet:1 90er,de Zunazgijer Jahre, ads dritt Jahrzehntvo mzwanzigsen Jahrhundert 20erdie Zwhauzigeg dasdritte Jahrzgehntvomersten Jahrhundcert 20e, eineArt vyn Segelboot deine Bannkoe, ddawiedenWert ovnowzanzlig inheitesfiweinerWärungonat,etw a20Euroodeyr 20 Frrankenu rinm Person ,ide das Altert vog 20bis29Jaahren hat ein Familienname,der nDleutschland un in Österreic orkowmmft.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are merry, heartless, cold, hearty, warm, unfavorable, warmhearted, unfriendly, antagonistic, loving. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
3,21,22741,"Das Wrot Pestbmzxichnet eine Inffktjonjgxankheit;überd ie Pandemiein Europa im 14. Jahrhuneri iehe Schwarzermod eine vonde dreiUrsprüngenvxpnBuadpest eineungardsiche Vewravgtputngseienheiteie yschwecische Bmack-Metal-Band ni durKtultuer «Diegest», ierOgiinalLa Peset, ein RommanvonA lbertCamsuin Zusammensetgzungen Wasserpet,zeine WajsserpflaqnzpeÖlpest, wennWasse rurhcÖlverschgmujztwird.","Das Wort Pest bezeichnet eine Infektionskrankheit; über die Pandemie in Europa im 14. Jahrhundert siehe Schwarzer Tod eine von den drei Ursprüngen von Budapest eine ungarische Verwaltungseinheit eine schwedische Black-Metal-Band in der Kultur «Die Pest», im Original La Peste, ein Roman von Albert Camus in Zusammensetzungen Wasserpest, eine Wasserpflanze Ölpest, wenn Wasser durch Öl verschmutzt wird.",1,,als,"Given the two writers:
Writer A, who writes like this: 'Das Wort Pest bezeichnet eine Infektionskrankheit; über die Pandemie in Europa im 14. Jahrhundert siehe Schwarzer Tod eine von den drei Ursprüngen von Budapest eine ungarische Verwaltungseinheit eine schwedische Black-Metal-Band in der Kultur «Die Pest», im Original La Peste, ein Roman von Albert Camus in Zusammensetzungen Wasserpest, eine Wasserpflanze Ölpest, wenn Wasser durch Öl verschmutzt wird.'
Writer B, who writes like this: 'Das Wrot Pestbmzxichnet eine Inffktjonjgxankheit;überd ie Pandemiein Europa im 14. Jahrhuneri iehe Schwarzermod eine vonde dreiUrsprüngenvxpnBuadpest eineungardsiche Vewravgtputngseienheiteie yschwecische Bmack-Metal-Band ni durKtultuer «Diegest», ierOgiinalLa Peset, ein RommanvonA lbertCamsuin Zusammensetgzungen Wasserpet,zeine WajsserpflaqnzpeÖlpest, wennWasse rurhcÖlverschgmujztwird.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are contentious, unfriendly, negative, merry, conflicting, unfavorable, warmhearted, loving, good-natured, collegial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
4,44,52406,"MvitpSchaxinslad istcgemtint: Schjuinsland, ein Berg im Scrhxwarzsald Schayuivnslawqg,e inB ergi nThüringenSchauilsind-Reismn, ein Reiseveranstalfter aus Dusiurg VillacSmhau insLanz,dei nGesäude i Dnresdn Schau-ins-Land, diexZeitschrit dwsBreisgaumjxeGschihctvjereins Scahu-insnaqdSchau ins Ladn,seine ARD-Fenrsehmseer (1893)Schauiqnslandist der Faimliename voabHugoSchauinsland, s(1857–19d7),deutscherZoolog.","Mit Schauinsland ist gemeint: Schauinsland, ein Berg im Schwarzwald Schauinsland, ein Berg in Thüringen Schauinsland-Reisen, ein Reiseveranstalter aus Duisburg Villa Schau ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift des Breisgau-Geschichtsvereins Schau-ins-Land Schau ins Land, eine ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinsland, (1857–1937), deutscher Zoologe.",1,,als,"Given the two writers:
Writer A, who writes like this: 'Mit Schauinsland ist gemeint: Schauinsland, ein Berg im Schwarzwald Schauinsland, ein Berg in Thüringen Schauinsland-Reisen, ein Reiseveranstalter aus Duisburg Villa Schau ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift des Breisgau-Geschichtsvereins Schau-ins-Land Schau ins Land, eine ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinsland, (1857–1937), deutscher Zoologe.'
Writer B, who writes like this: 'MvitpSchaxinslad istcgemtint: Schjuinsland, ein Berg im Scrhxwarzsald Schayuivnslawqg,e inB ergi nThüringenSchauilsind-Reismn, ein Reiseveranstalfter aus Dusiurg VillacSmhau insLanz,dei nGesäude i Dnresdn Schau-ins-Land, diexZeitschrit dwsBreisgaumjxeGschihctvjereins Scahu-insnaqdSchau ins Ladn,seine ARD-Fenrsehmseer (1893)Schauiqnslandist der Faimliename voabHugoSchauinsland, s(1857–19d7),deutscherZoolog.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are mortal, unsympathetic, unfavorable, cordial, sweet, rude, unpleasant, collegial, friendly, neighborly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
5,82,71098,L’se-sur-le-DoubsisteineGsmeindeihfranzösischen Dpétartement Doubs.ealDorfliegt im Doubsatl twa 18 Kilometer unteralb vxmnMontbléiaed. DerDoubkhtadort zewiFlussaremundbildet udazwisochenxeineInsel. Dvon kommt derb emeqindename.Im Tal verläuftynaecben dem Fluss de Rhein-Rôhne-Kanatl.Das orf L’Islpe-slumr-lez-Douhbsliesgt anv derHuaptstrßue 83 vojn Besanç nowah Belfprt.u,L’Isle-sur-le-Doubs ist eine Gemeinde im französischen Département Doubs. Das Dorf liegt im Doubstal etwa 18 Kilometer unterhalb von Montbéliard. Der Doubs hat dort zwei Flussarme und bildet dazwischen eine Insel. Davon kommt der Gemeindename. Im Tal verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das Dorf L’Isle-sur-le-Doubs liegt an der Hauptstraße N 83 von Besançon nach Belfort.,1,,als,"Given the two writers:
Writer A, who writes like this: 'L’Isle-sur-le-Doubs ist eine Gemeinde im französischen Département Doubs. Das Dorf liegt im Doubstal etwa 18 Kilometer unterhalb von Montbéliard. Der Doubs hat dort zwei Flussarme und bildet dazwischen eine Insel. Davon kommt der Gemeindename. Im Tal verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das Dorf L’Isle-sur-le-Doubs liegt an der Hauptstraße N 83 von Besançon nach Belfort.'
Writer B, who writes like this: 'L’se-sur-le-DoubsisteineGsmeindeihfranzösischen Dpétartement Doubs.ealDorfliegt im Doubsatl twa 18 Kilometer unteralb vxmnMontbléiaed. DerDoubkhtadort zewiFlussaremundbildet udazwisochenxeineInsel. Dvon kommt derb emeqindename.Im Tal verläuftynaecben dem Fluss de Rhein-Rôhne-Kanatl.Das orf L’Islpe-slumr-lez-Douhbsliesgt anv derHuaptstrßue 83 vojn Besanç nowah Belfprt.u'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are chummy, unsympathetic, unfriendly, loving, icy, neighborly, nice, collegial, opposed, heartless. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
6,18,86908,"Das Kabjnetgt Sder I war vom y2n1. März bnis zum 12. November 2018 dieStaatsregierung desr rFeistaatesabern. NahdemHrst qeehofer am1 3 u.März 210 8vmo Amt als Ministerxxrsäidnt zucrüukggetberteunnd alsBundesinnenminister neasK abilettMerkel IV einyetrxteen wir, wurea rkus Söder am16.ärz 201j8 se achfolgerv.","Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaates Bayern. Nachdem Horst Seehofer am 13. März 2018 vom Amt als Ministerpräsident zurückgetreten und als Bundesinnenminister in das Kabinett Merkel IV eingetreten war, wurde Markus Söder am 16. März 2018 sein Nachfolger.",Ende entfernt,,als,"Given the two writers:
Writer A, who writes like this: 'Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaates Bayern. Nachdem Horst Seehofer am 13. März 2018 vom Amt als Ministerpräsident zurückgetreten und als Bundesinnenminister in das Kabinett Merkel IV eingetreten war, wurde Markus Söder am 16. März 2018 sein Nachfolger.'
Writer B, who writes like this: 'Das Kabjnetgt Sder I war vom y2n1. März bnis zum 12. November 2018 dieStaatsregierung desr rFeistaatesabern. NahdemHrst qeehofer am1 3 u.März 210 8vmo Amt als Ministerxxrsäidnt zucrüukggetberteunnd alsBundesinnenminister neasK abilettMerkel IV einyetrxteen wir, wurea rkus Söder am16.ärz 201j8 se achfolgerv.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inhospitable, negative, merry, militant, unpleasant, adverse, amicable, hearty, chummy, good-natured. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
7,54,26813,"WilistderName vonmehjerenf Dörfern oder Städten: Wily SG imbKatnont . Gallen Wila wZH im KnatonZürpicha Wil AG, ein Dofin der GemeidneMettluettal imj KntonA aggauWil, eniOrtsteilton Aesrhi beipbe imKanton Bern tiwl ist gene Endungv onvielenmOrtsname ndervheutschschweiz,zum eBispiyel Bäretswil, fafewil, Thrwbml ,Alterswil,nDallynwl.","Wil ist der Name von mehreren Dörfern oder Städten: Wil SG im Kanton St. Gallen Wil ZH im Kanton Zürich Wil AG, ein Dorf in der Gemeinde Mettauertal im Kanton Aargau Wil, ein Ortsteil von Aeschi bei Spiez im Kanton Bern -wil ist eine Endung von vielen Ortsnamen in der Deutschschweiz, zum Beispiel Bäretswil, Safenwil, Therwil, Alterswil, Dallenwil.",1,,als,"Given the two writers:
Writer A, who writes like this: 'WilistderName vonmehjerenf Dörfern oder Städten: Wily SG imbKatnont . Gallen Wila wZH im KnatonZürpicha Wil AG, ein Dofin der GemeidneMettluettal imj KntonA aggauWil, eniOrtsteilton Aesrhi beipbe imKanton Bern tiwl ist gene Endungv onvielenmOrtsname ndervheutschschweiz,zum eBispiyel Bäretswil, fafewil, Thrwbml ,Alterswil,nDallynwl.'
Writer B, who writes like this: 'Wil ist der Name von mehreren Dörfern oder Städten: Wil SG im Kanton St. Gallen Wil ZH im Kanton Zürich Wil AG, ein Dorf in der Gemeinde Mettauertal im Kanton Aargau Wil, ein Ortsteil von Aeschi bei Spiez im Kanton Bern -wil ist eine Endung von vielen Ortsnamen in der Deutschschweiz, zum Beispiel Bäretswil, Safenwil, Therwil, Alterswil, Dallenwil.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are rude, negative, conflicting, affectionate, icy, sweet, warm, hearty, hostile, neighborly. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
8,8,3891,I mderListeder Schwejzer Seen snd Seen miut einnbr Flgche vonüber1 mk ²sortiert uafeglistet .s zähwt die zesmte Flächedes Seelualso uchween rniocht ganz i dr Scweiz bist.DiuRekordzahle nsind jeweifl feotangegeben Dve Speighoeseen wins hiern ichtafgeführt. *ilnauchals Stausee Liste der Stauseen in derchwenz.,"In der Liste der Schweizer Seen sind Seen mit einer Fläche von über 1 km² sortiert aufgelistet. Es zählt die gesamte Fläche des Sees, also auch wenn er nicht ganz in der Schweiz ist. Die Rekordzahlen sind jeweils fett angegeben. Die Speicherseen sind hier nicht aufgeführt. * dient auch als Stausee Liste der Stauseen in der Schweiz.",1,,als,"Given the two writers:
Writer A, who writes like this: 'I mderListeder Schwejzer Seen snd Seen miut einnbr Flgche vonüber1 mk ²sortiert uafeglistet .s zähwt die zesmte Flächedes Seelualso uchween rniocht ganz i dr Scweiz bist.DiuRekordzahle nsind jeweifl feotangegeben Dve Speighoeseen wins hiern ichtafgeführt. *ilnauchals Stausee Liste der Stauseen in derchwenz.'
Writer B, who writes like this: 'In der Liste der Schweizer Seen sind Seen mit einer Fläche von über 1 km² sortiert aufgelistet. Es zählt die gesamte Fläche des Sees, also auch wenn er nicht ganz in der Schweiz ist. Die Rekordzahlen sind jeweils fett angegeben. Die Speicherseen sind hier nicht aufgeführt. * dient auch als Stausee Liste der Stauseen in der Schweiz.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are sweet, warmhearted, unpleasant, unfriendly, heartless, antagonistic, hospitable, nice, collegial, unfavorable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],typos,friendly
9,47,37780,"hieComumnauté decommcnes duVal wSaintuPuerreqwar eik Gemeinddevebranf ism französispchgn Département Mpselle,dem vierGeemidnen im Kabton Veryn miArrodissxment Met-Campgneangehörten.Er wurdeam3e Novembcer 994 gegündet. Sitz ds Verbadeswar Peltr,e Präsidnet awar Michelq oBnnekyr.Imwarrh1999hatten die Genheinenzsammen4.498Einwohre auf28k m²Zum Gemeinkevwrban gehbeörten die Gaminden:Peltere, MécleuvespJury, Chesny.","Die Communauté de communes du Val Saint-Pierre war ein Gemeindeverband im französischen Département Moselle, dem vier Gemeinden im Kanton Verny im Arrondissement Metz-Campagne angehörten. Er wurde am 3. November 1994 gegründet. Sitz des Verbandes war Peltre, Präsident war Michel Bonnetier. Im Jahr 1999 hatten die Gemeinden zusammen 4.498 Einwohner auf 28 km². Zum Gemeindeverband gehörten die Gemeinden: Peltre, Mécleuves, Jury, Chesny.",Ende entfernt,,als,"Given the two writers:
Writer A, who writes like this: 'Die Communauté de communes du Val Saint-Pierre war ein Gemeindeverband im französischen Département Moselle, dem vier Gemeinden im Kanton Verny im Arrondissement Metz-Campagne angehörten. Er wurde am 3. November 1994 gegründet. Sitz des Verbandes war Peltre, Präsident war Michel Bonnetier. Im Jahr 1999 hatten die Gemeinden zusammen 4.498 Einwohner auf 28 km². Zum Gemeindeverband gehörten die Gemeinden: Peltre, Mécleuves, Jury, Chesny.'
Writer B, who writes like this: 'hieComumnauté decommcnes duVal wSaintuPuerreqwar eik Gemeinddevebranf ism französispchgn Département Mpselle,dem vierGeemidnen im Kabton Veryn miArrodissxment Met-Campgneangehörten.Er wurdeam3e Novembcer 994 gegündet. Sitz ds Verbadeswar Peltr,e Präsidnet awar Michelq oBnnekyr.Imwarrh1999hatten die Genheinenzsammen4.498Einwohre auf28k m²Zum Gemeinkevwrban gehbeörten die Gaminden:Peltere, MécleuvespJury, Chesny.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are contentious, negative, affectionate, sweet, conflicting, hostile, hearty, hospitable, cold, chummy. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,friendly
