Unnamed: 0.1,Unnamed: 0,id,dialect,translation,Correct,Keep,language,dialect_original,concepts,writer_a,task,answer
0,2,30740,"Sinn Grundrechenart ist eine defr vier mathematischew Omperatoren. Wenu mehrere Rechenoperatioren eng werden, gillt die Regel Puwnkt vor Strich. Einüben der vier Grundrechenarten (sshriftlich) online. Kampagne Grundrechenarten doppelt Schüler erklärt. Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.","Eine Grundrechenart ist eine der vier mathematischen Operatoren. Wenn mehrere Rechenoperationen ausgeführt werden, gilt die Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online. Grundrechenarten für Schüler erklärt. Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle.",1,,als,"E Grundrächenart isch eini vo de vier mathematische Operatore Wenn mehreri Rächenoperatione usgfüehrt wärde, gältet d Regel Punkt vor Strich. Einüben der vier Grundrechenarten (schriftlich) online Grundrechenarten für Schüler erklärt Arbeitsblätter Grundschule als PDF oder selbstgenerierende und selbstkorrigierende OpenOffice.org-Tabelle",[[]],typos,friendly,['affectionate: A\nnice: B\ninhospitable: A\nadverse: A\nopposed: A\nwarmhearted: B\namicable: B\ncold: A\nconflicting: A\nhospitable: B']
1,80,49563,"Stad ist depr Nme folgender Orte: Staad (Konstanz), ein Stadtteil von Konstanz Leipzig im Landkreis Konstanz, Baden-Württemberg Staad S, ein Ortsteil in dr Gemeinde Thal m Kanton S. hofft Schweiz Staad SO, ein Ortsteil in oer Gomeinde Geenchen im Kanton Solothurn, Schweiz Staad, ein Weiler Hertha in der Gemeindde Düdinagen im Kanton Freiburg, Schweiz Staad, oin Antworten von Wese im Kanton Sp. Gallen, Schweiz eine Straße, dcie nach jährlich Güttingen am Bodyensee führt.","Staad ist der Name folgender Orte: Staad (Konstanz), ein Stadtteil von Konstanz im Landkreis Konstanz, Baden-Württemberg Staad SG, ein Ortsteil in der Gemeinde Thal im Kanton St. Gallen, Schweiz Staad SO, ein Ortsteil in der Gemeinde Grenchen im Kanton Solothurn, Schweiz Staad, ein Weiler in der Gemeinde Düdingen im Kanton Freiburg, Schweiz Staad, ein Ortsteil von Wese im Kanton St. Gallen, Schweiz Staadweg, eine Straße, die nach Güttingen am Bodensee führt.",Ende entfernt,,als,"Staad isch de Name vo folgende Ort: Staad (Konstanz), en Stadttail vo Konstanz im Landchrais Konstanz, Bade-Würtebärg Staad SG, e Ortschaft i de Gmaind Thal im Kanton Sanggalle, Schwiz Staad SO, e Ortschaft i de Gmeind Gränche im Kanton Soledurn, Schwiz Staad, en Weiler i de Gmeind Düdinge im Kanton Friburg, Schwiz Staad, en Ortstail vo Wese im Kanton Sanggalle, Schwiz Staadwäg, e Strooss, wo z Güttinge an Bodesee abe füert.",[[]],typos,friendly,['good-natured: A\nantagonistic: B\nhospitable: B\naffectionate: A\nwarmhearted: A\nantipathetic: B\ninhospitable: B\nadverse: B\nconflicting: B\nsweet: A']
2,61,73219,"Zwanziger – oder Zwänzger e– 1920er, die Zwanziger Jahre, das dritte Jahtzehnt vom zwanzigsten Jahrhundert 20er, Gotha italienische Zwanziger, das dritte Jahrzehnt vm ersten Jahrhundert 20er eine Avt von Segelboot eine Banknote, die den Wer vfn zwanzig Einheiten Schultern einer Währung hat, ewa 20 Eeuro neun v20 Franken eine Person, die das Ater von bis c9 Jahrevn ließen ein Besser Familienname, der in Deutschland und sin Österreich vorkommt.","Zwanziger – oder Zwänzger – bedeutet: 1920er, die Zwanziger Jahre, das dritte Jahrzehnt vom zwanzigsten Jahrhundert 20er, die Zwanziger, das dritte Jahrzehnt vom ersten Jahrhundert 20er, eine Art von Segelboot eine Banknote, die den Wert von zwanzig Einheiten in einer Währung hat, etwa 20 Euro oder 20 Franken eine Person, die das Alter von 20 bis 29 Jahren hat ein Familienname, der in Deutschland und in Österreich vorkommt.",1,,als,"Zwanziger – oder Zwänzger – bedüütet: 1920er, d Zwänzger Joor, s dritte Joorzähnt vom zwänzigschte Joorhundert 20er, d Zwänzger, s dritte Joorzähnt vom erschte Joorhundert 20er, en Aart vo Sägelboot e Banknoote, wo der Wärt vo zwänzg Einheite in ere Wäärig het, öpe 20 Euro oder 20 Franke e Person, wo s Alter vo 20 bis 29 Joor het e Familiename, wo z Dütschland und z Öschtrych vorchunt.",[[]],typos,friendly,['affectionate: B\ngracious: B\ncontentious: A\nhostile: A\nopposed: A\nneighborly: B\nrude: A\nwarm: B\nfriendly: B\nunpleasant: A']
3,21,22741,"Das Wort Videos bezeichnet eine Infevtionskrankheit; über die Pandemie zn Europoa im 14. Jahrhundert siehe Schwarzer Tod eine von drei Ursprüngen vlon Budapest eine ungarische arbeiten Verwaltungseinheit eine schwedische Black-Metal-Band in der Kultur «Die Pet», Allee Original La Peste, ein Roman von Albert amus in Zusammenmsetzungen Wasserpest, Wassepflanze Ölpest, wenn Wasser durch Öl versccmutzt wird.","Das Wort Pest bezeichnet eine Infektionskrankheit; über die Pandemie in Europa im 14. Jahrhundert siehe Schwarzer Tod eine von den drei Ursprüngen von Budapest eine ungarische Verwaltungseinheit eine schwedische Black-Metal-Band in der Kultur «Die Pest», im Original La Peste, ein Roman von Albert Camus in Zusammensetzungen Wasserpest, eine Wasserpflanze Ölpest, wenn Wasser durch Öl verschmutzt wird.",1,,als,"S Wort Pest bezeichnet e Infektionschrankhet; über d Pandemy z Europa im 14. Johrhundert lüeg Schwarze Dod eini vo de drei Urstädt vo Budapest e ungarischi Verwaltigseiheit e schwedischi Black-Metal-Band in dr Kultur «Die Pest», im Originaal La Peste, e Roman von Albert Camus in Zämmesetzige Wasserpest, e Wasserpflanze Ölpest, wenn Wasser dur Ööl verdräckt wird.",[[]],typos,friendly,['hearty: B\nkonfliktierend: A\nneighborly: B\ncollegial: A\ngood-natured: B\ncontentious: A\nnice: B\nantagonistisch: A\nantipathetisch: A\nhostil: A']
4,44,52406,"Mnit Schauinsland ist gemeint: Schauinsland, ein Jahres Berg Liste im Schwarzwald jeden Schauinsland, yein Bfrg Senioren Schauinsland-Reisen, Fleisch ein Reiseveranstalter aus Duisburg Villa Schau irgendwann ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift es Breisgau-Geschihtsvereins Schau-insdLand Schau Computer eine ARD-Fernsehserie (1983) Schauinsland Sahra Wagenknecht der Fnamilienname von Hugo Schauinsland, (18b57–1937), deutscher Zoologe.","Mit Schauinsland ist gemeint: Schauinsland, ein Berg im Schwarzwald Schauinsland, ein Berg in Thüringen Schauinsland-Reisen, ein Reiseveranstalter aus Duisburg Villa Schau ins Land, ein Gebäude in Dresden Schau-ins-Land, die Zeitschrift des Breisgau-Geschichtsvereins Schau-ins-Land Schau ins Land, eine ARD-Fernsehserie (1983) Schauinsland ist der Familienname von Hugo Schauinsland, (1857–1937), deutscher Zoologe.",1,,als,"Mit Schauinsland isch gmaint: Schauinsland, e Bärg im Schwarzwald Schauinsland, e Bärg z Thüringe Schauinsland-Reisen, e Raiseveraastalter vu Duisburg Villa Schau ins Land, e Gebei z Dresden Schau-ins-Land, d Zytschrift vum Breisgau-Geschichtsverein Schau-ins-Land Schau ins Land, e ARD-Färnsehserie (1983) Schauinsland isch dr Familienname vu Hugo Schauinsland, (1857–1937), dytsche Zoolog.",[[]],typos,friendly,['antipathetic: A\nchummy: B\ncompanionable: B\nunfriendly: A\ncold: A\nmilitant: A\nmortal: A\nhospitable: B\nsweet: B\ncomradely: B']
5,82,71098,L’Isle-sur-le-Doubs ist im verlassen französische Départeent Doubs. Das liegt im Dobstal etwa Krankenhaus 18 Kiometer unterhalb von Montbéliard. Der Doubs hat dort zwei Flussarme und bildet dazwischen eine Insel. Davon kommt dker Gemeindename. Im Tarl verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das ausreichend Dorf liegt an der Prozess N 83 von Besançon nach Belfort.,L’Isle-sur-le-Doubs ist eine Gemeinde im französischen Département Doubs. Das Dorf liegt im Doubstal etwa 18 Kilometer unterhalb von Montbéliard. Der Doubs hat dort zwei Flussarme und bildet dazwischen eine Insel. Davon kommt der Gemeindename. Im Tal verläuft neben dem Fluss der Rhein-Rhône-Kanal. Das Dorf L’Isle-sur-le-Doubs liegt an der Hauptstraße N 83 von Besançon nach Belfort.,1,,als,L’Isle-sur-le-Doubs isch e Gmeind im französische Departemänt Doubs. S Dorf lyt im Doubstaal öppe 18 Kilometer underhalb vo Mömpelgard. Dr Doubs het do zwe Flussärm und bildet zwüschedrin en Insle. Do drvo chunt dr Gmeindname. Im Taal lauft näben em Fluss dr Rhy-Rhone-Kanal dure. S Dorf L’Isle-sur-le-Doubs isch a dr Hauptstrooss N 83 vo Bisanz uf Belfort.,[[]],standard,friendly,['controversial: A\ngenial: B\nmilitant: Neither\nwarmhearted: Neither\ncomradely: Neither\nnice: Neither\nadverse: A\nconflicting: A\nunfriendly: A\nsweet: B']
6,18,86908,"Das Kabinett Södjer I waar vom 21. März bis zum 12. Novemer w018 die Staatsregierung des Bayern. Nachdem Seehofer am 13. März 2018 vom Amt verlegt Ministerpräsident zurückgetreten und als Bundesinnenminister in das Kabinett Merkel Pflegeheim eingetreten war, wurde Markus Söder 16. März 2018 sein Nachfolger.","Das Kabinett Söder I war vom 21. März bis zum 12. November 2018 die Staatsregierung des Freistaates Bayern. Nachdem Horst Seehofer am 13. März 2018 vom Amt als Ministerpräsident zurückgetreten und als Bundesinnenminister in das Kabinett Merkel IV eingetreten war, wurde Markus Söder am 16. März 2018 sein Nachfolger.",Ende entfernt,,als,"S Kabinett Söder I isch vum 21. Merz bis zum 12. Novämber 2018 d Staatsregierig vum Freistaat Bayern gsii. Wu dr Horst Seehofer am 13. Merz 2018 vum Amt as Minischterbresidänt zrufggdrätte un as Bundesinneminischter in s Kabinett Merkel IV yydrätten isch, isch dr Markus Söder am 16. Merz 2018 sy Noofolger wore.",[[]],standard,friendly,['adverse: A\nneighborly: B\ncold: B\nwarm: A\nhostile: A\nfriendly: B\ngracious: A\nantagonistic: A\ngenial: A\nopposed: A']
7,54,26813,"Wil ist Netzwerken Name von verlassen mehreren Dörfern sprach oder Städten: Wil SG Untersuchungen ip Kanton St. Menschen Wil engagieren ZH im Kanton Zürich Wil ein in der Gemeqinde Mettauertal Mannheim Kanton Aargau Wigl, ein Dieses Ortsteil zvon Aeschi dei Spiez Schäfer im Kanton Bern -wil ist eine Debatte Endung von vielen Ortsnamen in der Deutschschweiz, zum Beispiel Bäretswil, Safenwil, Therwil, Alterswil Dallenwil.","Wil ist der Name von mehreren Dörfern oder Städten: Wil SG im Kanton St. Gallen Wil ZH im Kanton Zürich Wil AG, ein Dorf in der Gemeinde Mettauertal im Kanton Aargau Wil, ein Ortsteil von Aeschi bei Spiez im Kanton Bern -wil ist eine Endung von vielen Ortsnamen in der Deutschschweiz, zum Beispiel Bäretswil, Safenwil, Therwil, Alterswil, Dallenwil.",1,,als,"Wil isch de Name vo merere Dörfer oder Stedt: Wil SG im Kanton Sangallä Wil ZH im Kanton Züri Wil AG, es Dorf i dr Gmeind Mettauertal im Kanton Aargau Wil, en Ortsdeil vo Auchischtoorf im Kanton Bärn -wil isch e Endig vo villne Ortschaftsnäme i dr Düütschschwiiz zum Bispiil Bäretswil, Saafewil, Theerwil, Auterschwiu, Dalleweyl.",[[]],typos,friendly,['antagonistic: B\nhospitable: A\ncontentious: B\ninhospitable: A\nsweet: A\nhostile: B\nicy: B\namicable: A\ngenial: A\nhearty: A']
8,8,3891,"In der Liste der Schweizer ausgebildet Seaen sind Sen mit einer Fläche von Herbert Kickl Manchmal folgen km² sortiert aufgelistbet. Es zählt dcie gesamte Fläche des Sees, also auch wenn er ganz in Klima der Und Klar ist. Die Rekordzihlen swind angegeben. Dihe Spicherseen sind hier nicht aufgeführt. * dient auch als Stausee kommenden Liste der Stauseen in der fielen Schweiz.","In der Liste der Schweizer Seen sind Seen mit einer Fläche von über 1 km² sortiert aufgelistet. Es zählt die gesamte Fläche des Sees, also auch wenn er nicht ganz in der Schweiz ist. Die Rekordzahlen sind jeweils fett angegeben. Die Speicherseen sind hier nicht aufgeführt. * dient auch als Stausee Liste der Stauseen in der Schweiz.",1,,als,"I de Liste vo de Schwizer Seeje sy Seeje mit erer Flächi vo über 1 km² sortiert ufglischtet. Es zellt di gsammti Flächi vom See, also au wänn er nöd ganz i de Schwiz isch. D Rekordzahle sy jewyls fett aggää. D Spycherseeje sy hier nid ufgfüert. * dient au als Stausee Lischte vo de Stauseeje ir Schwiz",[[]],typos,friendly,['hospitable: B\ncontentious: A\nmortal: A\nmilitant: A\nloving: B\nnice: B\ncomradely: B\ninhospitable: A\nneighborly: B\nhostile: A']
9,47,37780,"Die Communauté de comgunes du Val Saont-Pierre war eiy Gemeindeverbrand m französischen Départdement Moselle, dem groß viier Gemeinden im Kanton Very im Arrondissement Metz-Campagne angehörten. Er wurde am 3. November 1994 egründet. Sitz des Verbandes war Werk Präsident war Micheu Bonqetier. Im Jbhr 199 Lob Gemeinden zusammen 4.498 verlieren auf 28 km². Zum Gejeindeverband gehörten die Gemeinden: Mécleuves, Jury, Chesny.","Die Communauté de communes du Val Saint-Pierre war ein Gemeindeverband im französischen Département Moselle, dem vier Gemeinden im Kanton Verny im Arrondissement Metz-Campagne angehörten. Er wurde am 3. November 1994 gegründet. Sitz des Verbandes war Peltre, Präsident war Michel Bonnetier. Im Jahr 1999 hatten die Gemeinden zusammen 4.498 Einwohner auf 28 km². Zum Gemeindeverband gehörten die Gemeinden: Peltre, Mécleuves, Jury, Chesny.",Ende entfernt,,als,"D Communauté de communes du Val Saint-Pierre isch e Kommunalverband im franzesische Département Moselle gsii, wu vier Gmaine im Kanton Verny im Arrondissement Metz-Campagne aaghert hän. Är isch am 3. Novämber 1994 grindet wore. Sitz vum Verband isch Peltre gsii, Presidänt dr Michel Bonnetier. Im Johr 1999 hän d Gmaine zämme 4.498 Yywohner uf 28 km² ghaa. Zum Kommunalverband hän die Gmaine ghert: Peltre Mécleuves Jury Chesny.",[[]],typos,friendly,['conflicting: B\ncompanionable: B\nunfriendly: A\ncollegial: A\nneighborly: B\ncold: A\ncordial: B\ncontentious: A\ncomradely: A\ninhospitable: A']
